Type,Sentence,Grammatical,Region Start,Region End,Is Training
<S_XX>,I know that Melissa's recent attitude towards David worried Matthew lately,True,60,67,False
<S_XX>,I know that Timothy's recent attitude towards David worried Matthew lately,True,60,67,False
<S_XX>,I know that Michael's current attitude towards David worried Matthew lately,True,61,68,True
<S_XX>,I know that Ashley's current attitude towards David worried Matthew lately,True,60,67,True
<S_XX>,I know that Daniel's current attitude towards David worried Matthew lately,True,60,67,True
<S_XX>,I know that John's current attitude towards David worried Matthew lately,True,58,65,False
<S_XX>,I know that Brandon's current attitude towards David worried Matthew lately,True,61,68,False
<S_XX>,I know that William's current attitude towards David worried Matthew lately,True,61,68,False
<S_XX>,I know that Nicole's current attitude towards David worried Matthew lately,True,60,67,False
<S_XX>,I know that Eric's current attitude towards David worried Matthew lately,True,58,65,False
<S_XX>,I know that Melissa's current attitude towards David worried Matthew lately,True,61,68,False
<S_XX>,I know that Timothy's current attitude towards David worried Matthew lately,True,61,68,False
<S_XX>,I know that Michael's recent friendship with David worried Matthew lately,True,59,66,True
<S_XX>,I know that Ashley's recent friendship with David worried Matthew lately,True,58,65,True
<S_XX>,I know that Daniel's recent friendship with David worried Matthew lately,True,58,65,True
<S_XX>,I know that John's recent friendship with David worried Matthew lately,True,56,63,False
<S_XX>,I know that Brandon's recent friendship with David worried Matthew lately,True,59,66,False
<S_XX>,I know that William's recent friendship with David worried Matthew lately,True,59,66,False
<S_XX>,I know that Nicole's recent friendship with David worried Matthew lately,True,58,65,False
<S_XX>,I know that Eric's recent friendship with David worried Matthew lately,True,56,63,False
<S_XX>,I know that Melissa's recent friendship with David worried Matthew lately,True,59,66,False
<S_XX>,I know that Timothy's recent friendship with David worried Matthew lately,True,59,66,False
<S_XX>,I know that Michael's current friendship with David worried Matthew lately,True,60,67,True
<S_XX>,I know that Ashley's current friendship with David worried Matthew lately,True,59,66,True
<S_XX>,I know that Daniel's current friendship with David worried Matthew lately,True,59,66,True
<S_XX>,I know that John's current friendship with David worried Matthew lately,True,57,64,False
<S_XX>,I know that Brandon's current friendship with David worried Matthew lately,True,60,67,False
<S_XX>,I know that William's current friendship with David worried Matthew lately,True,60,67,False
<S_XX>,I know that Nicole's current friendship with David worried Matthew lately,True,59,66,False
<S_XX>,I know that Eric's current friendship with David worried Matthew lately,True,57,64,False
<S_XX>,I know that Melissa's current friendship with David worried Matthew lately,True,60,67,False
<S_XX>,I know that Timothy's current friendship with David worried Matthew lately,True,60,67,False
<S_XX>,I know that Michael's recent praising of David worried Matthew lately,True,55,62,True
<S_XX>,I know that Ashley's recent praising of David worried Matthew lately,True,54,61,True
<S_XX>,I know that Daniel's recent praising of David worried Matthew lately,True,54,61,True
<S_XX>,I know that John's recent praising of David worried Matthew lately,True,52,59,False
<S_XX>,I know that Brandon's recent praising of David worried Matthew lately,True,55,62,False
<S_XX>,I know that William's recent praising of David worried Matthew lately,True,55,62,False
<S_XX>,I know that Nicole's recent praising of David worried Matthew lately,True,54,61,False
<S_XX>,I know that Eric's recent praising of David worried Matthew lately,True,52,59,False
<S_XX>,I know that Melissa's recent praising of David worried Matthew lately,True,55,62,False
<S_XX>,I know that Timothy's recent praising of David worried Matthew lately,True,55,62,False
<S_XX>,I know that Michael's current praising of David worried Matthew lately,True,56,63,True
<S_XX>,I know that Ashley's current praising of David worried Matthew lately,True,55,62,True
<S_XX>,I know that Daniel's current praising of David worried Matthew lately,True,55,62,True
<S_XX>,I know that John's current praising of David worried Matthew lately,True,53,60,False
<S_XX>,I know that Brandon's current praising of David worried Matthew lately,True,56,63,False
<S_XX>,I know that William's current praising of David worried Matthew lately,True,56,63,False
<S_XX>,I know that Nicole's current praising of David worried Matthew lately,True,55,62,False
<S_XX>,I know that Eric's current praising of David worried Matthew lately,True,53,60,False
<S_XX>,I know that Melissa's current praising of David worried Matthew lately,True,56,63,False
<S_XX>,I know that Timothy's current praising of David worried Matthew lately,True,56,63,False
<S_XX>,I know that Michael's recent talking to Christopher annoyed Matthew lately,True,60,67,True
<S_XX>,I know that Ashley's recent talking to Christopher annoyed Matthew lately,True,59,66,True
<S_XX>,I know that Daniel's recent talking to Christopher annoyed Matthew lately,True,59,66,True
<S_XX>,I know that John's recent talking to Christopher annoyed Matthew lately,True,57,64,True
<S_XX>,I know that Brandon's recent talking to Christopher annoyed Matthew lately,True,60,67,True
<S_XX>,I know that William's recent talking to Christopher annoyed Matthew lately,True,60,67,True
<S_XX>,I know that Nicole's recent talking to Christopher annoyed Matthew lately,True,59,66,True
<S_XX>,I know that Eric's recent talking to Christopher annoyed Matthew lately,True,57,64,True
<S_XX>,I know that Melissa's recent talking to Christopher annoyed Matthew lately,True,60,67,True
<S_XX>,I know that Timothy's recent talking to Christopher annoyed Matthew lately,True,60,67,True
<S_XX>,I know that Michael's current talking to Christopher annoyed Matthew lately,True,61,68,True
<S_XX>,I know that Ashley's current talking to Christopher annoyed Matthew lately,True,60,67,True
<S_XX>,I know that Daniel's current talking to Christopher annoyed Matthew lately,True,60,67,True
<S_XX>,I know that John's current talking to Christopher annoyed Matthew lately,True,58,65,True
<S_XX>,I know that Brandon's current talking to Christopher annoyed Matthew lately,True,61,68,True
<S_XX>,I know that William's current talking to Christopher annoyed Matthew lately,True,61,68,True
<S_XX>,I know that Nicole's current talking to Christopher annoyed Matthew lately,True,60,67,True
<S_XX>,I know that Eric's current talking to Christopher annoyed Matthew lately,True,58,65,True
<S_XX>,I know that Melissa's current talking to Christopher annoyed Matthew lately,True,61,68,True
<S_XX>,I know that Timothy's current talking to Christopher annoyed Matthew lately,True,61,68,True
<S_XX>,I know that Michael's recent attitude towards Christopher annoyed Matthew lately,True,66,73,True
<S_XX>,I know that Ashley's recent attitude towards Christopher annoyed Matthew lately,True,65,72,True
<S_XX>,I know that Daniel's recent attitude towards Christopher annoyed Matthew lately,True,65,72,True
<S_XX>,I know that John's recent attitude towards Christopher annoyed Matthew lately,True,63,70,True
<S_XX>,I know that Brandon's recent attitude towards Christopher annoyed Matthew lately,True,66,73,True
<S_XX>,I know that William's recent attitude towards Christopher annoyed Matthew lately,True,66,73,True
<S_XX>,I know that Nicole's recent attitude towards Christopher annoyed Matthew lately,True,65,72,True
<S_XX>,I know that Eric's recent attitude towards Christopher annoyed Matthew lately,True,63,70,True
<S_XX>,I know that Melissa's recent attitude towards Christopher annoyed Matthew lately,True,66,73,True
<S_XX>,I know that Timothy's recent attitude towards Christopher annoyed Matthew lately,True,66,73,True
<S_XX>,I know that Michael's current attitude towards Christopher annoyed Matthew lately,True,67,74,True
<S_XX>,I know that Ashley's current attitude towards Christopher annoyed Matthew lately,True,66,73,True
<S_XX>,I know that Daniel's current attitude towards Christopher annoyed Matthew lately,True,66,73,True
<S_XX>,I know that John's current attitude towards Christopher annoyed Matthew lately,True,64,71,True
<S_XX>,I know that Brandon's current attitude towards Christopher annoyed Matthew lately,True,67,74,True
<S_XX>,I know that William's current attitude towards Christopher annoyed Matthew lately,True,67,74,True
<S_XX>,I know that Nicole's current attitude towards Christopher annoyed Matthew lately,True,66,73,True
<S_XX>,I know that Eric's current attitude towards Christopher annoyed Matthew lately,True,64,71,True
<S_XX>,I know that Melissa's current attitude towards Christopher annoyed Matthew lately,True,67,74,True
<S_XX>,I know that Timothy's current attitude towards Christopher annoyed Matthew lately,True,67,74,True
<S_XX>,I know that Michael's recent friendship with Christopher annoyed Matthew lately,True,65,72,True
<S_XX>,I know that Ashley's recent friendship with Christopher annoyed Matthew lately,True,64,71,True
<S_XX>,I know that Daniel's recent friendship with Christopher annoyed Matthew lately,True,64,71,True
<S_XX>,I know that John's recent friendship with Christopher annoyed Matthew lately,True,62,69,True
<S_XX>,I know that Brandon's recent friendship with Christopher annoyed Matthew lately,True,65,72,True
<S_XX>,I know that William's recent friendship with Christopher annoyed Matthew lately,True,65,72,True
<S_XX>,I know that Nicole's recent friendship with Christopher annoyed Matthew lately,True,64,71,True
<S_XX>,I know that Eric's recent friendship with Christopher annoyed Matthew lately,True,62,69,True
<S_XX>,I know that Melissa's recent friendship with Christopher annoyed Matthew lately,True,65,72,True
<S_XX>,I know that Timothy's recent friendship with Christopher annoyed Matthew lately,True,65,72,True
<S_XX>,I know that Michael's current friendship with Christopher annoyed Matthew lately,True,66,73,True
<S_XX>,I know that Ashley's current friendship with Christopher annoyed Matthew lately,True,65,72,True
<S_XX>,I know that Daniel's current friendship with Christopher annoyed Matthew lately,True,65,72,True
<S_XX>,I know that John's current friendship with Christopher annoyed Matthew lately,True,63,70,True
